,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
179033,2016,"7 Ashley Hall, St Edmund's, Palmerstown,Dublin,Ireland",19/12/2016,"7 Ashley Hall, St Edmund's, Palmerstown",Dublin 20,Dublin,191000,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/12/2016,"Ashley Hall St Edmunds, Lucan, Co. Dublin, Ireland",APPROXIMATE,53.3550785,-6.4066349,,"establishment,lodging,point_of_interest",South Dublin,Lucan-Esker,3015,Dublin,267100092
179095,2016,"7 Barnwell lawn, hansfield, dublin 15,Dublin,Ireland",15/02/2016,"7 Barnwell lawn, hansfield, dublin 15",Dublin 15,Dublin,299020,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15/02/2016,"Barnwell lawn, Clonsilla, Dublin 15, D15 A07N, Ireland",GEOMETRIC_CENTER,53.3918343,-6.4403802,D15 A07N,route,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
179096,2016,"7 Barnwell sq, Hansfield,Dublin,Ireland",05/10/2016,"7 Barnwell sq, Hansfield",Dublin 15,Dublin,237885,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/10/2016,"7 Barnwell Rd, Hansfield, Dublin 15, D15 PD6C, Ireland",ROOFTOP,53.3909892,-6.44333,D15 PD6C,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
179101,2016,"7 Belltree Walk, Belltree, Clongriffin,Dublin,Ireland",28/07/2016,"7 Belltree Walk, Belltree, Clongriffin",Dublin 13,Dublin,255826,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179103,2016,"7 Bracken Park Drive, Carpenterstown Road, Castleknock,Dublin,Ireland",24/03/2016,"7 Bracken Park Drive, Carpenterstown Road, Castleknock",Dublin 15,Dublin,640000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,24/03/2016,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.372572,-6.3770713,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
179106,2016,"7 Bridge Avenue, Royal Canal Park, Ratoath Road  Ashtown,Dublin,Ireland",22/12/2016,"7 Bridge Avenue, Royal Canal Park, Ratoath Road  Ashtown",Dublin 15,Dublin,354650,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,22/12/2016,"Royal Canal Park, Dublin, Co. Dublin, Ireland",APPROXIMATE,53.3770924,-6.3179312,,,Dublin City,Ashtown A,2006,Dublin,268006025
179232,2016,"7 Castlegrange Avenue, Castaheany, Dublin 15,Dublin,Ireland",24/06/2016,"7 Castlegrange Avenue, Castaheany, Dublin 15",Dublin 15,Dublin,285000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/06/2016,"7 Castlegrange Ave, Castaheany, Dublin, Ireland",RANGE_INTERPOLATED,53.3994125,-6.4307176,,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028066
179236,2016,"7 Churchfield, 59/60 Clontarf Road, Clontarf,Dublin,Ireland",01/12/2016,"7 Churchfield, 59/60 Clontarf Road, Clontarf",Dublin 3,Dublin,572687,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,01/12/2016,"Unit B7, Clonlara Avenue, Baldonnell Business Park, Dublin 22, Ireland",APPROXIMATE,53.29412,-6.441899,,"establishment,general_contractor,point_of_interest",South Dublin,Newcastle,3018,Dublin,267107002
179237,2016,"7 Claremount, Carrickmines,Dublin,Ireland",29/01/2016,"7 Claremount, Carrickmines",Dublin 18,Dublin,969163,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,29/01/2016,"7 Claremount, Cabinteely, Dublin 18, D18 X3R2, Ireland",ROOFTOP,53.2612735,-6.1688932,D18 X3R2,street_address,Dn Laoghaire-Rathdown,Foxrock-Carrickmines,5054,Dublin,267088003
179240,2016,"7 Colmcilles Mews, Hunterswood Avenue, Ballycullen,Dublin,Ireland",05/12/2016,"7 Colmcilles Mews, Hunterswood Avenue, Ballycullen",Dublin 24,Dublin,418502,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/12/2016,"3 Colmkille's Mews,, Hunters Ave, Ballycullen, Ireland",APPROXIMATE,53.2729634,-6.3321688,,"establishment,lodging,point_of_interest",South Dublin,Firhouse Village,3014,Dublin,267084014
179271,2016,"7 Diswellstown Close, Hamilton Park, Castleknock,Dublin,Ireland",16/03/2016,"7 Diswellstown Close, Hamilton Park, Castleknock",Dublin 15,Dublin,365638.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/03/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
179272,2016,"7 Diswellstown Heath, Castleknock,Dublin,Ireland",15/07/2016,"7 Diswellstown Heath, Castleknock",Dublin 15,Dublin,356825,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15/07/2016,"7 Luttrellstown Heath, Diswellstown, Dublin, Ireland",RANGE_INTERPOLATED,53.3692293,-6.3951004,,street_address,Fingal,Castleknock-Knockmaroon,4016,Dublin,267040040
179273,2016,"7 Diswellstown Manor, Castleknock,Dublin,Ireland",26/02/2016,"7 Diswellstown Manor, Castleknock",Dublin 15,Dublin,422907,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,26/02/2016,"7 Castleknock Manor, Clonsilla, Dublin, D15 E9FA, Ireland",ROOFTOP,53.378455,-6.354075,D15 E9FA,street_address,Fingal,Castleknock-Park,4017,Dublin,267041011
179274,2016,"7 Diswellstown Way, Hamilton Park, Castleknock,Dublin,Ireland",07/04/2016,"7 Diswellstown Way, Hamilton Park, Castleknock",Dublin 15,Dublin,431718,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/04/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
179275,2016,"7 DodderBrook Park, DodderBrook, Oldcourt Road,Dublin,Ireland",09/12/2016,"7 DodderBrook Park, DodderBrook, Oldcourt Road",Dublin 24,Dublin,307885.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/12/2016,"Oldcourt Rd, Oldcourt, Dublin, Ireland",APPROXIMATE,53.2700459,-6.3415907,,"establishment,general_contractor,point_of_interest",South Dublin,Firhouse Village,3014,Dublin,267084004
179324,2016,"7 Fey Yarra Wood, Fey Yerra, Leopardstown Road,Dublin,Ireland",22/08/2016,"7 Fey Yarra Wood, Fey Yerra, Leopardstown Road",Dublin 18,Dublin,766520,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,22/08/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179401,2016,"7 Heathfield Park, Cappagh Road, Finglas,Dublin,Ireland",05/04/2016,"7 Heathfield Park, Cappagh Road, Finglas",Dublin 11,Dublin,211453,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/04/2016,"7 Heathfield Crescent, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 X7K7, Ireland",ROOFTOP,53.3949237,-6.3218233,D11 X7K7,street_address,Fingal,The Ward,4041,Dublin,267158009
179403,2016,"7 Hollywoodrath Avenue, Hollystown, Dublin 15,Dublin,Ireland",14/09/2016,"7 Hollywoodrath Avenue, Hollystown, Dublin 15",Dublin 15,Dublin,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14/09/2016,"7 Hollystown Park, Hollystown, Dublin 15, D15 E9A0, Ireland",ROOFTOP,53.4357375,-6.3833141,D15 E9A0,street_address,Fingal,The Ward,4041,Dublin,267158022
179576,2016,"7 PARK TERRACE NORTH, BELLTREE, CLONGRIFFIN,Dublin,Ireland",10/06/2016,"7 PARK TERRACE NORTH, BELLTREE, CLONGRIFFIN",Dublin 13,Dublin,229074.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/06/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179598,2016,"7 Phelan Avenue, Royal Canal Park, Ratoath Road,Dublin,Ireland",21/06/2016,"7 Phelan Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,365000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,21/06/2016,"Royal Canal Park, Dublin, Co. Dublin, Ireland",APPROXIMATE,53.3770924,-6.3179312,,"establishment,point_of_interest",Dublin City,Ashtown A,2006,Dublin,268006025
179599,2016,"7 Phelan Drive West, Royal Canal Park, Rataoth Road,Dublin,Ireland",09/05/2016,"7 Phelan Drive West, Royal Canal Park, Rataoth Road",Dublin 7,Dublin,277533,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,09/05/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179600,2016,"7 Phelan Park, Royal Canal Park, Ashtown,Dublin,Ireland",31/08/2016,"7 Phelan Park, Royal Canal Park, Ashtown",Dublin 15,Dublin,277533.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31/08/2016,"Royal Canal Park, Dublin, Co. Dublin, Ireland",APPROXIMATE,53.3770924,-6.3179312,,"establishment,point_of_interest",Dublin City,Ashtown A,2006,Dublin,268006025
179719,2016,"7 Silverton, Harold's Grange Road, Rathfarnham,Dublin,Ireland",24/11/2016,"7 Silverton, Harold's Grange Road, Rathfarnham",Dublin 16,Dublin,528634,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24/11/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179721,2016,"7 TANEY GREEN, TANEY ROAD, DUNDRUM,Dublin,Ireland",16/12/2016,"7 TANEY GREEN, TANEY ROAD, DUNDRUM",Dublin 14,Dublin,748898,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179806,2016,"7 The Green, Hazelbrook Square, Churchtown,Dublin,Ireland",10/11/2016,"7 The Green, Hazelbrook Square, Churchtown",Dublin 14,Dublin,396475.77,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,10/11/2016,"7 Hazelbrook Square, Whitehall, Dublin, Ireland",RANGE_INTERPOLATED,53.2932857,-6.2670921,,street_address,Dn Laoghaire-Rathdown,Churchtown-Castle,5022,Dublin,267042002
179807,2016,"7 The Grove, Goatstown Road, Goatstown,Dublin,Ireland",27/07/2016,"7 The Grove, Goatstown Road, Goatstown",Dublin 14,Dublin,537444.93,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,27/07/2016,"7 Goatstown Rd, Mountanville, Dublin, Ireland",RANGE_INTERPOLATED,53.2927854,-6.2294591,,street_address,Dn Laoghaire-Rathdown,Clonskeagh-Roebuck,5030,Dublin,267058001
179808,2016,"7 The Grove, Hazelbrook Square, Churchtown,Dublin,Ireland",18/11/2016,"7 The Grove, Hazelbrook Square, Churchtown",Dublin 14,Dublin,612334.8,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,18/11/2016,"7 Hazelbrook Square, Whitehall, Dublin, Ireland",RANGE_INTERPOLATED,53.2932857,-6.2670921,,street_address,Dn Laoghaire-Rathdown,Churchtown-Castle,5022,Dublin,267042002
179815,2016,"7 The Place, Hazelbrook Square, Churchtown,Dublin,Ireland",18/11/2016,"7 The Place, Hazelbrook Square, Churchtown",Dublin 14,Dublin,475000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/11/2016,"7 Hazelbrook Square, Whitehall, Dublin, Ireland",RANGE_INTERPOLATED,53.2932857,-6.2670921,,street_address,Dn Laoghaire-Rathdown,Churchtown-Castle,5022,Dublin,267042002
179821,2016,"7 Traverslea Woods, Lower Glenageary Road, A96 PW30,Dublin,Ireland",18/05/2016,"7 Traverslea Woods, Lower Glenageary Road, A96 PW30",Dublin 18,Dublin,462775,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/05/2016,"Traverslea Woods, Glenageary Rd Lower, Glenageary, Dublin, Ireland",ROOFTOP,53.2844835,-6.1305442,,premise,Dn Laoghaire-Rathdown,Dn Laoghaire-Glasthule,5043,Dublin,267068009
179852,2016,"7 Wendover, Beechpark Avenue, Castleknock,Dublin,Ireland",21/10/2016,"7 Wendover, Beechpark Avenue, Castleknock",Dublin 15,Dublin,440528,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/10/2016,,,NA,NA,,,NA,NA,NA,NA,NA
179887,2016,"70 College Square, Wainsfort Manor Drive, Terenure,Dublin,Ireland",23/05/2016,"70 College Square, Wainsfort Manor Drive, Terenure",Dublin 6w,Dublin,641267.62,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,23/05/2016,"70 Wainsfort Manor Dr, College Square, Terenure, Dublin 6W, Co. Dublin, Ireland",ROOFTOP,53.3074147,-6.3069808,,street_address,South Dublin,Templeogue-Kimmage Manor,3042,Dublin,267150010
179983,2016,"71 COLLEGE SQUARE, WAINSFORT MANOR DRIVE, TERENURE,Dublin,Ireland",15/03/2016,"71 COLLEGE SQUARE, WAINSFORT MANOR DRIVE, TERENURE",Dublin 6w,Dublin,612335,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,15/03/2016,"71 Wainsfort Manor Dr, College Square, Terenure, Dublin 6W, Co. Dublin, D6W EV50, Ireland",ROOFTOP,53.3074743,-6.3069648,D6W EV50,street_address,South Dublin,Templeogue-Kimmage Manor,3042,Dublin,267150010
180002,2016,"71 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15,Dublin,Ireland",26/05/2016,"71 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin 7,Dublin,164758,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26/05/2016,,,NA,NA,,,NA,NA,NA,NA,NA
180111,2016,"72 Kirkpatrick House, Spencer Dock, North Wall Quay,Dublin,Ireland",04/03/2016,"72 Kirkpatrick House, Spencer Dock, North Wall Quay",Dublin 1,Dublin,218502,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,04/03/2016,"Spencer Dock, North Dock, Dublin, Ireland",APPROXIMATE,53.3500825,-6.2386855,,"establishment,point_of_interest",Dublin City,North Dock B,2077,Dublin,268108017/01
180205,2016,"73 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15,Dublin,Ireland",16/05/2016,"73 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin 7,Dublin,193832.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/05/2016,,,NA,NA,,,NA,NA,NA,NA,NA
180275,2016,"74 Bracken Park Drive, Carpenterstown Road, Castleknock,Dublin,Ireland",23/03/2016,"74 Bracken Park Drive, Carpenterstown Road, Castleknock",Dublin 15,Dublin,585903,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,23/03/2016,"53°22'21.8""""N 6°22'37., 1A Leeson Street Lower, Dublin 2, Ireland",APPROXIMATE,53.372719,-6.3769734,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
180417,2016,"75 PINEBROOK RISE, ARTANE, DUBLIN 5,Dublin,Ireland",12/08/2016,"75 PINEBROOK RISE, ARTANE, DUBLIN 5",Dublin 5,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/08/2016,"75 Pinebrook Rise, Beaumont, Dublin, Ireland",RANGE_INTERPOLATED,53.3809943,-6.2136138,,street_address,Dublin City,Beaumont D,2024,Dublin,268024004
180813,2016,"8  Park Lane, Belltree, Clongriffin,Dublin,Ireland",08/12/2016,"8  Park Lane, Belltree, Clongriffin",Dublin 13,Dublin,295000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,08/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
180874,2016,"8 Ashley Hall, St Edmund's, Palmerstown,Dublin,Ireland",19/12/2016,"8 Ashley Hall, St Edmund's, Palmerstown",Dublin 20,Dublin,191000,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/12/2016,"Ashley Hall St Edmunds, Lucan, Co. Dublin, Ireland",APPROXIMATE,53.3550785,-6.4066349,,"establishment,lodging,point_of_interest",South Dublin,Lucan-Esker,3015,Dublin,267100092
180941,2016,"8 Barnwell Lane, Hansfield, Dublin 15,Dublin,Ireland",21/01/2016,"8 Barnwell Lane, Hansfield, Dublin 15",Dublin 15,Dublin,254966,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/01/2016,"8 Barnwell Pl, Hansfield, Dublin 15, D15 PK1K, Ireland",ROOFTOP,53.3926295,-6.4438414,D15 PK1K,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
180942,2016,"8 Barnwell Lawn, Barnwell, Hansfield,Dublin,Ireland",08/12/2016,"8 Barnwell Lawn, Barnwell, Hansfield",Dublin 15,Dublin,325992,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,08/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
180943,2016,"8 Barnwell Sq west, Hansfield,Dublin,Ireland",05/10/2016,"8 Barnwell Sq west, Hansfield",Dublin 15,Dublin,263876,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/10/2016,"8 Barnwell Pl, Hansfield, Dublin 15, D15 PK1K, Ireland",ROOFTOP,53.3926295,-6.4438414,D15 PK1K,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
180944,2016,"8 Belarmine Walk, Belarmine Woods, Stepaside,Dublin,Ireland",22/02/2016,"8 Belarmine Walk, Belarmine Woods, Stepaside",Dublin 18,Dublin,462555.07,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/02/2016,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",APPROXIMATE,53.2582737,-6.2162705,,"establishment,point_of_interest",Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092044
180945,2016,"8 Belltree Avenue, Belltree, Clongriffin,Dublin,Ireland",29/07/2016,"8 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
180948,2016,"8 Bracken Drive, Garyknock, Carpenters town Road,Dublin,Ireland",12/08/2016,"8 Bracken Drive, Garyknock, Carpenters town Road",Dublin 15,Dublin,72439,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/08/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181070,2016,"8 Churchfield, 59/60 Clontarf Road, Dublin 3,Dublin,Ireland",03/11/2016,"8 Churchfield, 59/60 Clontarf Road, Dublin 3",Dublin 3,Dublin,572687.23,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03/11/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181099,2016,"8 Dalriada Walk, Knocklyon,Dublin,Ireland",07/10/2016,"8 Dalriada Walk, Knocklyon",Dublin 16,Dublin,321586,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/10/2016,"8 Dalriada Ct, Ballycullen, Dublin 16, D16 KH93, Ireland",ROOFTOP,53.2722199,-6.3287577,D16 KH93,street_address,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085005/267085009
181101,2016,"8 Diswellstown Chase, Hamilton Park, Castleknock,Dublin,Ireland",04/08/2016,"8 Diswellstown Chase, Hamilton Park, Castleknock",Dublin 15,Dublin,365488.11,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,04/08/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
181103,2016,"8 Diswelltown Close, Hamilton Park, Castleknock,Dublin,Ireland",07/04/2016,"8 Diswelltown Close, Hamilton Park, Castleknock",Dublin 15,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/04/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
181209,2016,"8 HEATHFIELD WAY, CAPPAGH,Dublin,Ireland",22/06/2016,"8 HEATHFIELD WAY, CAPPAGH",Dublin 11,Dublin,211929,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/06/2016,"8 Heathfield Crescent, Cappagh Rd, Kildonan, Dublin 11, D11 E7N6, Ireland",ROOFTOP,53.3949898,-6.3212253,D11 E7N6,street_address,Fingal,The Ward,4041,Dublin,267158009
181224,2016,"8 Hersil Wood, Knocklyon, Dublin 16,Dublin,Ireland",17/10/2016,"8 Hersil Wood, Knocklyon, Dublin 16",Dublin 16,Dublin,497797,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17/10/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181226,2016,"8 Hollywood Rath Crescent, Hollystown,Dublin,Ireland",05/12/2016,"8 Hollywood Rath Crescent, Hollystown",Dublin 15,Dublin,262114.54,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181227,2016,"8 Hollywoodrath Avenue, Hollystown,Dublin,Ireland",22/07/2016,"8 Hollywoodrath Avenue, Hollystown",Dublin 15,Dublin,285000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181374,2016,"8 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16,Dublin,Ireland",03/06/2016,"8 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,345000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03/06/2016,"Owendoher Lodge, Ballyboden Rd, Rathfarnham, Dublin 16, Ireland",ROOFTOP,53.2842769,-6.2967525,,premise,South Dublin,Ballyboden,3002,Dublin,267013011
181403,2016,"8 Phelan Avenue, Royal Canal Park,Dublin,Ireland",13/06/2016,"8 Phelan Avenue, Royal Canal Park",Dublin 15,Dublin,317200,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13/06/2016,"Phelan Ave, Ashtown, Dublin, Ireland",GEOMETRIC_CENTER,53.3766161,-6.3166766,,route,Dublin City,Ashtown A,2006,Dublin,268006022
181454,2016,"8 Royal Canal Avenue, Royal Canal Park, Ratoath Road,Dublin,Ireland",22/11/2016,"8 Royal Canal Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,330396.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,22/11/2016,"Royal Canal Park, Dublin, Co. Dublin, Ireland",APPROXIMATE,53.3770924,-6.3179312,,"establishment,point_of_interest",Dublin City,Ashtown A,2006,Dublin,268006025
181546,2016,"8 THE GROVE, GOATSTOWN ROAD, goatstown,Dublin,Ireland",08/06/2016,"8 THE GROVE, GOATSTOWN ROAD, goatstown",Dublin 14,Dublin,700440,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,08/06/2016,"8 Goatstown Rd, Mountanville, Dublin 14, D14 T102, Ireland",ROOFTOP,53.2933329,-6.2306081,D14 T102,street_address,Dn Laoghaire-Rathdown,Dundrum-Taney,5041,Dublin,267082006
181599,2016,"8 The Avenue, Scholarstown Wood, Scholarstown Road,Dublin,Ireland",09/12/2016,"8 The Avenue, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,400881,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,09/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181608,2016,"8 The Grove, Hazelbrook Square, Whitehall Road,Dublin,Ireland",12/12/2016,"8 The Grove, Hazelbrook Square, Whitehall Road",Dublin 4,Dublin,612334.8,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/12/2016,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, Ireland",GEOMETRIC_CENTER,53.2932792,-6.2670409,,route,Dn Laoghaire-Rathdown,Churchtown-Castle,5022,Dublin,267042002
181614,2016,"8 The Place, Hazelbrook Square, Whitehall Road,Dublin,Ireland",28/10/2016,"8 The Place, Hazelbrook Square, Whitehall Road",Dublin 14,Dublin,453744.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,28/10/2016,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, Ireland",GEOMETRIC_CENTER,53.2932792,-6.2670409,,route,Dn Laoghaire-Rathdown,Churchtown-Castle,5022,Dublin,267042002
181664,2016,"8 Wilkins View, Greenhills,Dublin,Ireland",24/11/2016,"8 Wilkins View, Greenhills",Dublin 12,Dublin,383259,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24/11/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181670,2016,"8 berehaven place, howth road, raheny,Dublin,Ireland",15/12/2016,"8 berehaven place, howth road, raheny",Dublin 5,Dublin,312775,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15/12/2016,"Berehaven Place, Howth Rd, Raheny - Foxfield, Dublin 5, Ireland",ROOFTOP,53.3811321,-6.1598807,,premise,Dublin City,Raheny-Foxfield,2085,Dublin,268124001
181675,2016,"8 phelan drive west, royal canal park, ratoath road,Dublin,Ireland",11/05/2016,"8 phelan drive west, royal canal park, ratoath road",Dublin 15,Dublin,286300,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/05/2016,,,NA,NA,,,NA,NA,NA,NA,NA
181917,2016,"824 Howth Road, Raheny, Dublin 5,Dublin,Ireland",06/10/2016,"824 Howth Road, Raheny, Dublin 5",Dublin 5,Dublin,823788.54,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,06/10/2016,"824 Howth Rd, Kilbarrack Lower, Dublin, Ireland",RANGE_INTERPOLATED,53.384741,-6.1431396,,street_address,Dublin City,Raheny-Greendale,2086,Dublin,268125001
182017,2016,"84 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1,Dublin,Ireland",20/09/2016,"84 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,465000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/09/2016,"Spencer Dock, North Dock, Dublin, Ireland",APPROXIMATE,53.3501316,-6.2394433,,"establishment,point_of_interest",Dublin City,North Dock B,2077,Dublin,268108017/01
