year,sale_date,postal_code,price,description_of_property,property_size_description,formatted_address,latitude,longitude,geo_county
2017,24/03/2017,Dublin 12,283000,Second-Hand Dwelling house /Apartment,,"84 Mangerton Rd, Drimnagh, Dublin 12, D12 XN65, Ireland",53.3281621,-6.3289387,Dublin City
2017,02/03/2017,Dublin 6,140000,Second-Hand Dwelling house /Apartment,,"84 Mount Drummond Square, Harold's Cross, Dublin 6, D06 A5X9, Ireland",53.3255996,-6.2742943,Dublin City
2017,25/05/2017,Dublin 15,225000,Second-Hand Dwelling house /Apartment,,"84 Rusheeney Ave, Rusheeney Village, Dublin 15, D15 H6P9, Ireland",53.3989266,-6.4224081,Fingal
2017,19/04/2017,Dublin 3,335500,Second-Hand Dwelling house /Apartment,,"84 St Mary's Rd, East Wall, Dublin 3, D03 FH22, Ireland",53.3548231,-6.2381003,Dublin City
2017,24/03/2017,,634362,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"84 Stepaside Park, Sandyford, Dublin, Ireland",53.2536141,-6.2094062,Dn Laoghaire-Rathdown
2017,24/03/2017,Dublin 11,155000,Second-Hand Dwelling house /Apartment,,"84 Westwood Rd, Finglas South, Dublin 11, D11 A4C0, Ireland",53.3842511,-6.3205094,Dublin City
2017,22/06/2017,Dublin 8,150000,Second-Hand Dwelling house /Apartment,,"85 Eugene St, Merchants Quay, Dublin 8, D08 R5W7, Ireland",53.336211,-6.2858228,Dublin City
2017,24/04/2017,,260000,Second-Hand Dwelling house /Apartment,,"85 Granitefield, D̼n Laoghaire, Dublin, A96 FH56, Ireland",53.2673031,-6.1432709,Dn Laoghaire-Rathdown
2017,21/04/2017,Dublin 9,166000,Second-Hand Dwelling house /Apartment,,"9 Ivy Ct, Beaumont Woods, Dublin 9, D09 V096, Ireland",53.3920137,-6.229165,Dublin City
2017,15/05/2017,Dublin 3,350000,Second-Hand Dwelling house /Apartment,,"85 Tolka Rd, Ballybough, Dublin 3, D03 XD51, Ireland",53.3634545,-6.2469649,Dublin City
2017,08/03/2017,,196000,Second-Hand Dwelling house /Apartment,,"Apartment 90, Trinity Square, Townsend St, Dublin 2, Ireland",53.3454917,-6.2477187,Dublin City
2017,08/06/2017,Dublin 16,4.00E+05,Second-Hand Dwelling house /Apartment,,"85 Sandyford Rd, Drummartin, Dublin, Ireland",53.2845902,-6.237168,Dn Laoghaire-Rathdown
2017,16/03/2017,Dublin 22,259000,Second-Hand Dwelling house /Apartment,,"85 Woodford Rd, Yellowmeadows, Dublin 22, D22 A9P2, Ireland",53.3244276,-6.3838018,South Dublin
2017,14/03/2017,,217157.55,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"33 Glenageary Rd Upper, Honeypark, Dublin, Ireland",53.2827569,-6.141109,Dn Laoghaire-Rathdown
2017,25/04/2017,Dublin 11,80000,Second-Hand Dwelling house /Apartment,,"86 Casement Park, Finglas West, Dublin 11, D11 Y2N6, Ireland",53.3928884,-6.3112279,Dublin City
2017,20/03/2017,Dublin 3,1045000,Second-Hand Dwelling house /Apartment,,"86 Castle Ave, Clontarf East, Dublin 3, D03 K409, Ireland",53.3661911,-6.2041072,Dublin City
2017,10/01/2017,Dublin 4,225000,Second-Hand Dwelling house /Apartment,,"Cranford Court, Stillorgan Rd, Priesthouse, Dublin 4, Ireland",53.3103832,-6.2161727,Dn Laoghaire-Rathdown
2017,24/04/2017,,260000,Second-Hand Dwelling house /Apartment,,"86 Granitefield, D̼n Laoghaire, Dublin, A96 FX37, Ireland",53.2677271,-6.1432896,Dn Laoghaire-Rathdown
2017,25/04/2017,Dublin 15,535000,Second-Hand Dwelling house /Apartment,,"86 Laverna Way, Carpenterstown, Dublin 15, D15 AK09, Ireland",53.3750127,-6.3815589,Fingal
2017,09/06/2017,Dublin 12,377000,Second-Hand Dwelling house /Apartment,,"86 Naas Rd, Inchicore, Dublin 12, D12 W924, Ireland",53.3306098,-6.3319396,Dublin City
2017,25/01/2017,Dublin 4,2125000,Second-Hand Dwelling house /Apartment,,"86 Pembroke Rd, Dublin 4, D04 Y3K8, Ireland",53.332545,-6.2381226,Dublin City
2017,19/04/2017,Dublin 7,190000,Second-Hand Dwelling house /Apartment,,"86 St Eithne Rd, Cabra East, Dublin 7, D07 X7W9, Ireland",53.3668655,-6.2861421,Dublin City
2017,06/04/2017,,638766.52,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Stepaside Park, Sandyford, Dublin 18, D18 HN76, Ireland",53.2517801,-6.2102986,Dn Laoghaire-Rathdown
2017,19/01/2017,Dublin 16,475000,Second-Hand Dwelling house /Apartment,,"86 Woodfield, Scholarstown Rd, Schollarstown, Dublin 16, D16 K2R0, Ireland",53.2779563,-6.3121594,South Dublin
2017,27/01/2017,Dublin 3,445000,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"86A Castle Ave, Clontarf East, Dublin 3, D03 WN88, Ireland",53.3661627,-6.2039413,Dublin City
2017,03/02/2017,Dublin 15,279000,Second-Hand Dwelling house /Apartment,,"86A Lambourn Park, Clonsilla, Dublin 15, D15 H5N0, Ireland",53.3820628,-6.4142958,Fingal
2017,19/05/2017,Dublin 15,175000,Second-Hand Dwelling house /Apartment,,"87 Annaly Cl, Hansfield, Dublin, Ireland",53.391932,-6.4357603,Fingal
2017,14/03/2017,,214396.93,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"33 Glenageary Rd Upper, Honeypark, Dublin, Ireland",53.2827569,-6.141109,Dn Laoghaire-Rathdown
2017,24/01/2017,Dublin 18,197000,Second-Hand Dwelling house /Apartment,,"87 Belarmine Plaza, Sandyford, Dublin, Ireland",53.2607602,-6.2200621,Dn Laoghaire-Rathdown
2017,20/04/2017,Dublin 17,95582.62,Second-Hand Dwelling house /Apartment,,"Apartment 142, Burnell Court, Malahide Rd, Northern Cross, Dublin 17, Ireland",53.4047914,-6.1790387,Dublin City
2017,06/04/2017,,118000,Second-Hand Dwelling house /Apartment,,"87 Craoibhin Park, Kilsough North, Balbriggan, Co. Dublin, K32 P950, Ireland",53.6048039,-6.1752019,Fingal
2017,24/04/2017,,260000,Second-Hand Dwelling house /Apartment,,"87 Granitefield, D̼n Laoghaire, Dublin, A96 D729, Ireland",53.2676884,-6.1433726,Dn Laoghaire-Rathdown
2017,20/01/2017,,612500,Second-Hand Dwelling house /Apartment,,"87 S Hill Ave, Merrion, Dublin, Ireland",53.2992615,-6.2001502,Dn Laoghaire-Rathdown
2017,14/02/2017,Dublin 6,440000,Second-Hand Dwelling house /Apartment,,"Apartment 74, Milltown Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3138087,-6.2500035,Dublin City
2017,16/03/2017,,638766,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Roseland Avenue, Monkstown, Dublin, Co. Dublin, Ireland",53.2868435,-6.1414691,Dn Laoghaire-Rathdown
2017,13/04/2017,,725000,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"87 Stepaside Park, Sandyford, Dublin, Ireland",53.2538812,-6.2096504,Dn Laoghaire-Rathdown
2017,08/05/2017,Dublin 15,255000,Second-Hand Dwelling house /Apartment,,"Apartment 81, Watermint Court, Royal Canal Ave, Royal Canal Park, Dublin 15, Ireland",53.3758842,-6.316818,Dublin City
2017,31/03/2017,,365000,Second-Hand Dwelling house /Apartment,,"87 Patrick St, D̼n Laoghaire, Dublin, A96 TR77, Ireland",53.2910801,-6.1375501,Dn Laoghaire-Rathdown
2017,26/04/2017,Dublin 4,246000,Second-Hand Dwelling house /Apartment,,"Cranford Court, Stillorgan Rd, Priesthouse, Dublin 4, Ireland",53.3103832,-6.2161727,Dn Laoghaire-Rathdown
2017,30/06/2017,Dublin 12,251500,Second-Hand Dwelling house /Apartment,,"88 Derry Rd, Kimmage, Dublin 12, D12 C6N4, Ireland",53.3241073,-6.3092578,Dublin City
2017,21/04/2017,,266000,Second-Hand Dwelling house /Apartment,,"88 Glasmore Park, Commons West, Swords, Co. Dublin, K67 K596, Ireland",53.4601383,-6.2331619,Fingal
2017,01/02/2017,Dublin 12,255000,Second-Hand Dwelling house /Apartment,,"88 Lissadel Rd, Drimnagh, Dublin 12, D12 TD2R, Ireland",53.3294073,-6.3130502,Dublin City
2017,28/04/2017,Dublin 14,5.00E+05,Second-Hand Dwelling house /Apartment,,"88 Dodder Rd Lower, Rathfarnham, Dublin 14, D14 Y266, Ireland",53.3038982,-6.2717799,South Dublin
2017,15/02/2017,Dublin 14,386000,Second-Hand Dwelling house /Apartment,,"88 Nutgrove Ave, Rathfarnham, Dublin 14, D14 T0H3, Ireland",53.2928767,-6.2739062,Dn Laoghaire-Rathdown
2017,17/01/2017,Dublin 24,141000,Second-Hand Dwelling house /Apartment,,"Priors Gate, Greenhills Rd Ext, Tallaght, Dublin 24, Ireland",53.2874624,-6.3563775,South Dublin
2017,24/03/2017,Dublin 3,725000,Second-Hand Dwelling house /Apartment,,"88 Seafield Rd E, Clontarf East, Dublin, Ireland",53.3636961,-6.1905872,Dublin City
2017,12/04/2017,Dublin 4,1550000,Second-Hand Dwelling house /Apartment,,"89 Anglesea Rd, Dublin 4, D04 F8F7, Ireland",53.3221034,-6.2306033,Dublin City
2017,14/03/2017,,217157.55,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"33 Glenageary Rd Upper, Honeypark, Dublin, Ireland",53.2827569,-6.141109,Dn Laoghaire-Rathdown
2017,25/05/2017,Dublin 11,120000,Second-Hand Dwelling house /Apartment,,"89 College View, Ballymun, Dublin, Ireland",53.3948256,-6.2659817,Dublin City
2017,03/02/2017,,135000,Second-Hand Dwelling house /Apartment,,"89 Drogheda St, Tankardstown, Balbriggan, Co. Dublin, K32 HX36, Ireland",53.6129278,-6.1883928,Fingal
2017,05/01/2017,Dublin 18,243000,Second-Hand Dwelling house /Apartment,,"Gleann Na R�_, Valley Ave, Tullyvale, Dublin 18, Ireland",53.2460471,-6.1427434,Dn Laoghaire-Rathdown
2017,06/03/2017,Dublin 9,610000,Second-Hand Dwelling house /Apartment,,"89 Lindsay Rd, Drumcondra, Dublin 9, D09 E0Y0, Ireland",53.3651449,-6.2640433,Dublin City
2017,05/05/2017,Dublin 3,215000,Second-Hand Dwelling house /Apartment,,"89 Merchant's Rd, East Wall, Dublin 3, D03 FH98, Ireland",53.3531967,-6.2274611,Dublin City
2017,18/05/2017,Dublin 12,296000,Second-Hand Dwelling house /Apartment,,"89 Naas Rd, Inchicore, Dublin 12, D12 NX99, Ireland",53.3306307,-6.3309751,Dublin City
2017,20/01/2017,,165000,Second-Hand Dwelling house /Apartment,,"Flemington Ln, Balbriggan, Co. Dublin, Ireland",53.6170425,-6.2098174,Fingal
2017,19/01/2017,Dublin 16,549000,Second-Hand Dwelling house /Apartment,,"89 Sandyford Rd, Drummartin, Dublin 16, D16 AC98, Ireland",53.2839682,-6.236898,Dn Laoghaire-Rathdown
2017,05/05/2017,Dublin 16,386600,Second-Hand Dwelling house /Apartment,,"Southmede Apartment, Ballinteer Rd, Dundrum, Dublin 16, Ireland",53.282776,-6.2438397,Dn Laoghaire-Rathdown
2017,24/02/2017,,4.00E+05,Second-Hand Dwelling house /Apartment,,"The Elms, Mount Merrion Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2983102,-6.1948971,Dn Laoghaire-Rathdown
2017,20/03/2017,Dublin 18,285000,Second-Hand Dwelling house /Apartment,,"89 Castle Ct, Sandyford, Dublin, Ireland",53.2595244,-6.2061427,Dn Laoghaire-Rathdown
2017,20/01/2017,,187000,Second-Hand Dwelling house /Apartment,,"89 Turvey Woods, Ballalease West, Donabate, Co. Dublin, Ireland",53.4891357,-6.1578296,Fingal
2017,08/03/2017,Dublin 15,232000,Second-Hand Dwelling house /Apartment,,"89 Windmill Rd, Kimmage, Dublin 12, D12 X3W5, Ireland",53.3242856,-6.310734,Dublin City
2017,23/06/2017,Dublin 24,330000,Second-Hand Dwelling house /Apartment,,"Strand Cottage, 2 Bissets Strand, Malahide, Co. Dublin, K36 DA02, Ireland",53.4521417,-6.1568481,Fingal
2017,26/04/2017,Dublin 22,151000,Second-Hand Dwelling house /Apartment,,"8A Melrose Park, Clonburris Great, Dublin 22, D22 C9W4, Ireland",53.3264901,-6.419555,South Dublin
2017,24/04/2017,,494000,Second-Hand Dwelling house /Apartment,,"9 Aideen Ave, Kimmage, Dublin 6W, Co. Dublin, D6W A079, Ireland",53.3153361,-6.2929237,Dublin City
2017,14/06/2017,Dublin 4,1050000,Second-Hand Dwelling house /Apartment,,"9 Anglesea Rd, Dublin 4, D04 N9X3, Ireland",53.3257327,-6.2314908,Dublin City
2017,08/03/2017,Dublin 14,490000,Second-Hand Dwelling house /Apartment,,"9 Anne Devlin Park, Rathfarnham, Dublin 14, D14 EE95, Ireland",53.2900608,-6.3034998,South Dublin
2017,09/06/2017,Dublin 6,350000,Second-Hand Dwelling house /Apartment,,"9 Armstrong St, Harold's Cross, Dublin 6, D06 EY93, Ireland",53.3287939,-6.2754671,Dublin City
2017,24/01/2017,,343615,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"59 Main St, Swords Demesne, Swords, Co. Dublin, Ireland",53.4565097,-6.2211673,Fingal
2017,09/03/2017,Dublin 8,189600,Second-Hand Dwelling house /Apartment,,"Patrick St, Merchants Quay, Dublin, Ireland",53.3404129,-6.2725455,Dublin City
2017,05/05/2017,,405000,Second-Hand Dwelling house /Apartment,,"Avoca Hall, Avoca Park, Carrysfort, Blackrock, Co. Dublin, Ireland",53.2947292,-6.1860274,Dn Laoghaire-Rathdown
2017,26/01/2017,Dublin 16,325109,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"24 Abbots grove, Ballycullen, Knocklyon, Co. Dublin, Ireland",53.2710579,-6.3252412,South Dublin
2017,26/04/2017,,925110,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Heidelberg, Ardilea, Dublin 14, Ireland",53.2964673,-6.2273289,Dn Laoghaire-Rathdown
2017,27/04/2017,Dublin 13,205000,Second-Hand Dwelling house /Apartment,,"9 Belmayne Park W, Belmayne, Dublin 13, D13 RF97, Ireland",53.4051949,-6.173903,Dublin City
2017,08/05/2017,Dublin 18,410000,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Brennanstown Ave, Brenanstown, Cabinteely, Co. Dublin, D18 PW52, Ireland",53.2573312,-6.1509162,Dn Laoghaire-Rathdown
2017,05/04/2017,Dublin 18,374450,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2017,10/04/2017,,299599,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Beresford Green, Donabate, Co. Dublin, Ireland",53.4889065,-6.1624365,Fingal
2017,15/03/2017,Dublin 16,660793,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Ballyboden Rd, Rathfarnham, Dublin, Ireland",53.2847898,-6.2931468,South Dublin
2017,17/02/2017,,234500,Second-Hand Dwelling house /Apartment,,"9 Cambridge Park, Dublin 4, D04 A5Y0, Ireland",53.3425248,-6.2258369,Dublin City
2017,21/04/2017,Dublin 15,421000,Second-Hand Dwelling house /Apartment,,"9 Castleknock Dale, Blanchardstown, Dublin 15, D15 WN34, Ireland",53.3789711,-6.3691554,Fingal
2017,11/05/2017,Dublin 11,411000,Second-Hand Dwelling house /Apartment,,"9 Cedarwood Ave, Finglas East, Dublin 11, D11 YD96, Ireland",53.394478,-6.2858894,Dublin City
2017,25/04/2017,,321500,Second-Hand Dwelling house /Apartment,,"9 Cherbury Ct, Merrion, Blackrock, Co. Dublin, A94 YH79, Ireland",53.3013599,-6.1996299,Dn Laoghaire-Rathdown
2017,24/03/2017,,4.00E+05,Second-Hand Dwelling house /Apartment,,"9 Clonliffe Gardens, Drumcondra, Dublin 3, D03 HC81, Ireland",53.3624819,-6.2473957,Dublin City
2017,25/01/2017,,215000,Second-Hand Dwelling house /Apartment,,"9 Clonuske Cl, Tankardstown, Balbriggan, Co. Dublin, K32 NN72, Ireland",53.6165369,-6.1983205,Fingal
2017,10/01/2017,,130000,Second-Hand Dwelling house /Apartment,,"Collis Court, Jugback Ln, Glebe, Swords, Co. Dublin, Ireland",53.465872,-6.2269938,Fingal
2017,11/04/2017,,290749,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 14, Cowper Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3119211,-6.2494527,Dublin City
2017,12/01/2017,Dublin 15,260000,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"9 Castlegrange Dr, Castaheany, Clonee, Co. Dublin, D15 FD2E, Ireland",53.399931,-6.4310585,Fingal
2017,08/02/2017,Dublin 15,205000,Second-Hand Dwelling house /Apartment,,"9 Delhurst Mews, Ongar Park, Dublin 15, D15 E9W3, Ireland",53.392781,-6.4362993,Fingal
2017,18/01/2017,Dublin 14,385200,Second-Hand Dwelling house /Apartment,,"9 Dodder Dale, Rathfarnham, Dublin 14, D14 KV21, Ireland",53.2994139,-6.286053,South Dublin
2017,20/01/2017,,202000,Second-Hand Dwelling house /Apartment,,"9 Dun Emer Green, Lusk, Co. Dublin, K45 EP22, Ireland",53.5255886,-6.1752301,Fingal
2017,12/01/2017,Dublin 4,150000,Second-Hand Dwelling house /Apartment,,"Apartment 27, Eastmoreland Court, Eastmoreland Pl, Dublin 4, Ireland",53.3342687,-6.2421769,Dublin City
2017,31/01/2017,Dublin 8,74531.05,Second-Hand Dwelling house /Apartment,,"9 Ebenezer Terrace, Merchants Quay, Dublin 8, D08 E8Y0, Ireland",53.3356513,-6.2823858,Dublin City
2017,23/01/2017,,325000,Second-Hand Dwelling house /Apartment,,"9 Elm Mount Rise, Beaumont, Dublin 9, D09 XE04, Ireland",53.3823636,-6.2255578,Dublin City
2017,02/05/2017,Dublin 13,330000,Second-Hand Dwelling house /Apartment,,"9 Elmfield Park, Clarehall, Dublin 13, D13 R9W8, Ireland",53.3996187,-6.1666329,Dublin City
2017,24/04/2017,Dublin 3,345000,Second-Hand Dwelling house /Apartment,,"9 Fitzroy Ave, Drumcondra, Dublin 3, D03 FY01, Ireland",53.3616903,-6.2540543,Dublin City
2017,24/02/2017,Dublin 15,1225000,Second-Hand Dwelling house /Apartment,,"9 Georgian Village, Castleknock, Dublin, Ireland",53.3698155,-6.3554175,Fingal
2017,19/04/2017,Dublin 4,1060000,Second-Hand Dwelling house /Apartment,,"9 Gilford Park, Dublin 4, D04 KT22, Ireland",53.3291226,-6.2158773,Dublin City
2017,06/02/2017,,410000,Second-Hand Dwelling house /Apartment,,"9 Glenarm Ave, Drumcondra, Dublin 9, D09 F977, Ireland",53.3668845,-6.257244,Dublin City
2017,25/05/2017,Dublin 6,890000,Second-Hand Dwelling house /Apartment,,"9 Glenayr Rd, Rathfarnham, Dublin, Ireland",53.3084014,-6.2772727,Dublin City
2017,02/02/2017,Dublin 16,278000,Second-Hand Dwelling house /Apartment,,"9 Glenmore Park, Rathfarnham, Dublin 16, D16 X997, Ireland",53.2794956,-6.2864244,South Dublin
2017,19/04/2017,Dublin 22,222000,Second-Hand Dwelling house /Apartment,,"9 Grange View Walk, Kilmahuddrick, Dublin 22, D22 DK83, Ireland",53.3251683,-6.428886,South Dublin
2017,19/05/2017,Dublin 9,405000,Second-Hand Dwelling house /Apartment,,"9 Grattan Parade, Drumcondra, Dublin 9, D09 A9K7, Ireland",53.3628085,-6.2600106,Dublin City
2017,08/06/2017,Dublin 15,303964.75,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2017,27/01/2017,Dublin 7,220000,Second-Hand Dwelling house /Apartment,,"9 Innisfallen Parade, Phibsborough, Dublin 7, D07 XT0C, Ireland",53.3610299,-6.2617218,Dublin City
2017,20/01/2017,Dublin 8,2.00E+05,Second-Hand Dwelling house /Apartment,,"Apartment 14, James Plunkett House, Grattan Cres, Inchicore, Dublin 8, Ireland",53.3399783,-6.3204007,Dublin City
2017,27/01/2017,Dublin 16,545000,Second-Hand Dwelling house /Apartment,,"9 Kingston Rise, Kingstown, Dublin 16, D16 VK18, Ireland",53.2691816,-6.251868,Dn Laoghaire-Rathdown
2017,05/01/2017,Dublin 16,456000,Second-Hand Dwelling house /Apartment,,"Apartment 12, Garthy Wood, Knocklyon Rd, Schollarstown, Dublin 16, Ireland",53.2819294,-6.3180174,South Dublin
2017,06/04/2017,,275000,Second-Hand Dwelling house /Apartment,,"9 Beaverstown Rd, Lambourne Park, Ballisk Common, Donabate, Co. Dublin, K36 N239, Ireland",53.4934262,-6.1462544,Fingal
2017,29/05/2017,Dublin 1,375000,Second-Hand Dwelling house /Apartment,,"Apartment 11 Longford House, Spencer Dock, North Wall, Dublin 1, Ireland",53.350269,-6.2390341,Dublin City
2017,06/04/2017,Dublin 8,368000,Second-Hand Dwelling house /Apartment,,"Lorne Terrace, Brookfield St, Kilmainham, Dublin 8, Ireland",53.3397396,-6.3027289,Dublin City
2017,16/03/2017,Dublin 24,233000,Second-Hand Dwelling house /Apartment,,"Marlfield House, Kiltipper Rd, Kiltipper, Dublin 24, Ireland",53.2683697,-6.3805257,South Dublin
2017,05/05/2017,Dublin 14,685000,Second-Hand Dwelling house /Apartment,,"9 Milltown Grove, Rathmines Little, Dublin 14, D14 TX40, Ireland",53.3020325,-6.2615096,Dn Laoghaire-Rathdown
2017,26/05/2017,Dublin 22,328000,Second-Hand Dwelling house /Apartment,,"9 Monksfield Heights, Knockmitten, Dublin 22, D22 RR99, Ireland",53.3218904,-6.3749143,South Dublin
2017,24/01/2017,Dublin 20,235000,Second-Hand Dwelling house /Apartment,,"9 Oakcourt Cl, Johnstown, Dublin 20, D20 W725, Ireland",53.3495189,-6.3741869,South Dublin
2017,01/02/2017,,225000,Second-Hand Dwelling house /Apartment,,"9, Oldtown, Co. Dublin, A45 PD78, Ireland",53.5245107,-6.3162953,Fingal
2017,09/01/2017,,680000,Second-Hand Dwelling house /Apartment,,"9 Olney Cres, Terenure, Dublin 6W, Co. Dublin, D6W HC63, Ireland",53.3085309,-6.287581,Dublin City
2017,25/01/2017,Dublin 8,214000,Second-Hand Dwelling house /Apartment,,"9 Partridge Terrace, Inchicore, Dublin 8, D08 DK6V, Ireland",53.3365556,-6.3321558,Dublin City
2017,10/02/2017,Dublin 8,895000,Second-Hand Dwelling house /Apartment,,"9 Pleasants St, Saint Kevin's, Dublin 8, D08 X7K8, Ireland",53.3353855,-6.26785,Dublin City
2017,16/03/2017,,283253,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Malahide Rd, Balgriffin, Dublin, Ireland",53.4046281,-6.1665709,Dublin City
2017,03/05/2017,,336497.79,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"13 Malahide Rd, Balgriffin, Dublin, Ireland",53.4046281,-6.1665709,Dublin City
2017,11/04/2017,,814978,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Pembrin, Beech Park Rd, Deansgrange, Dublin 18, Ireland",53.2736332,-6.1662331,Dn Laoghaire-Rathdown
2017,19/01/2017,Dublin 15,24840,Second-Hand Dwelling house /Apartment,,"9 Rathmore Village, Tyrrelstown, Dublin 15, D15 F5W4, Ireland",53.4196263,-6.3896515,Fingal
2017,01/03/2017,,185000,Second-Hand Dwelling house /Apartment,,"9 Ridgewood Grove, Fosterstown North, Swords, Co. Dublin, Ireland",53.4445599,-6.2440017,Fingal
2017,03/03/2017,,1050000,Second-Hand Dwelling house /Apartment,,"9 Royal Terrace E, D̼n Laoghaire, Dublin, A96 R5V6, Ireland",53.2863735,-6.1360526,Dn Laoghaire-Rathdown
2017,26/05/2017,,180000,Second-Hand Dwelling house /Apartment,,"9 Seabury Heights, Yellow Walls, Malahide, Co. Dublin, K36 DX28, Ireland",53.4543934,-6.1873985,Fingal
2017,05/04/2017,Dublin 3,425000,Second-Hand Dwelling house /Apartment,,"9 Seafield Downs, Clontarf East, Dublin 3, D03 A3K8, Ireland",53.3616775,-6.1826183,Dublin City
2017,14/06/2017,,982000,Second-Hand Dwelling house /Apartment,,"9 St Andrew's Grove, Malahide, Co. Dublin, K36 F840, Ireland",53.4474821,-6.1550708,Fingal
2017,16/06/2017,Dublin 5,426000,Second-Hand Dwelling house /Apartment,,"9 St Brigid's Rd, Clontarf, Dublin 5, D05 K3V1, Ireland",53.3797221,-6.2047339,Dublin City
2017,02/05/2017,Dublin 3,290000,Second-Hand Dwelling house /Apartment,,"9 Ascaill Bhr�_de, North Strand, Dublin 3, D03 NV32, Ireland",53.3586762,-6.2394775,Dublin City
2017,16/03/2017,,960000,Second-Hand Dwelling house /Apartment,,"9 St Catherine's Park, Sandycove, Dublin, A96 KH21, Ireland",53.2788835,-6.1190836,Dn Laoghaire-Rathdown
2017,30/01/2017,,165000,Second-Hand Dwelling house /Apartment,,"9 The Park, St Catherine's Estate, Rush, Co. Dublin, K56 AH96, Ireland",53.5370226,-6.0979474,Fingal
2017,31/05/2017,Dublin 3,365000,Second-Hand Dwelling house /Apartment,,"9 St Joseph's Square, Clontarf East, Dublin 3, D03 YY18, Ireland",53.3606629,-6.1970129,Dublin City
2017,22/03/2017,,320000,Second-Hand Dwelling house /Apartment,,"Airfield Estate, Overend Ave, Dundrum, Dublin 14, Ireland",53.287931,-6.235076,Dn Laoghaire-Rathdown
2017,03/02/2017,Dublin 7,230000,Second-Hand Dwelling house /Apartment,,"9 St Joseph's Parade, Phibsborough, Dublin 7, D07 K2R5, Ireland",53.3576731,-6.2669907,Dublin City
2017,12/04/2017,,156000,Second-Hand Dwelling house /Apartment,,"9 Stralem Cres, Ongar Park, Dublin 15, D15 Y9V6, Ireland",53.3928647,-6.433425,Fingal
2017,30/01/2017,,465000,Second-Hand Dwelling house /Apartment,,"9 Talbot Rd, Yellow Walls, Malahide, Co. Dublin, K36 NY98, Ireland",53.4485608,-6.1823676,Fingal
2017,01/03/2017,Dublin 5,445000,Second-Hand Dwelling house /Apartment,,"9 The Bramblings, Clontarf, Dublin 5, D05 HD59, Ireland",53.373696,-6.2061879,Dublin City
2017,23/01/2017,,305000,Second-Hand Dwelling house /Apartment,,"The Cedars, Monkstown Valley, Montpelier, Monkstown, Co. Dublin, Ireland",53.2935285,-6.1616877,Dn Laoghaire-Rathdown
2017,13/04/2017,Dublin 14,546255.5,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, D14 YN99, Ireland",53.2932792,-6.2670409,Dn Laoghaire-Rathdown
2017,24/03/2017,,165000,Second-Hand Dwelling house /Apartment,,"9 The Cl, Orlynn Park, Lusk, Co. Dublin, K45 YP64, Ireland",53.5234567,-6.1642854,Fingal
2017,21/04/2017,,478000,Second-Hand Dwelling house /Apartment,,"9 The Courtyard, Robswalls, Malahide, Co. Dublin, K36 Y838, Ireland",53.4448468,-6.1390573,Fingal
2017,10/01/2017,,410000,Second-Hand Dwelling house /Apartment,,"9 Terenure Rd W, The Laurels, Terenure, Dublin 6W, Co. Dublin, D6W TA87, Ireland",53.311643,-6.2897113,Dublin City
2017,14/02/2017,Dublin 13,515000,Second-Hand Dwelling house /Apartment,,"9 Thormanby Lawns, Howth, Co. Dublin, D13 DT67, Ireland",53.3800635,-6.0630118,Fingal
